split,sample_id,view,label,source_path,output_path,camera_adjusted,method,target_vp_pitch_proxy,target_structure_bbox_h
train,TRAIN_0266,top,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0266/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0266/top.png,False,copy,,
train,TRAIN_0267,front,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0267/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0267/front.png,False,copy,,
train,TRAIN_0267,top,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0267/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0267/top.png,False,copy,,
train,TRAIN_0268,front,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0268/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0268/front.png,False,copy,,
train,TRAIN_0268,top,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0268/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0268/top.png,False,copy,,
train,TRAIN_0269,front,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0269/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0269/front.png,False,copy,,
train,TRAIN_0269,top,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0269/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0269/top.png,False,copy,,
train,TRAIN_0270,front,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0270/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0270/front.png,False,copy,,
train,TRAIN_0270,top,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0270/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0270/top.png,False,copy,,
train,TRAIN_0271,front,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0271/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0271/front.png,False,copy,,
train,TRAIN_0271,top,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0271/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0271/top.png,False,copy,,
train,TRAIN_0272,front,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0272/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0272/front.png,False,copy,,
train,TRAIN_0272,top,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0272/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0272/top.png,False,copy,,
train,TRAIN_0273,front,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0273/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0273/front.png,False,copy,,
train,TRAIN_0273,top,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0273/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0273/top.png,False,copy,,
train,TRAIN_0274,front,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0274/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0274/front.png,False,copy,,
train,TRAIN_0274,top,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0274/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0274/top.png,False,copy,,
train,TRAIN_0275,front,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0275/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0275/front.png,False,copy,,
train,TRAIN_0275,top,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0275/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0275/top.png,False,copy,,
train,TRAIN_0276,front,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0276/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0276/front.png,False,copy,,
train,TRAIN_0276,top,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0276/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0276/top.png,False,copy,,
train,TRAIN_0277,front,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0277/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0277/front.png,False,copy,,
train,TRAIN_0277,top,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0277/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0277/top.png,False,copy,,
train,TRAIN_0278,front,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0278/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0278/front.png,False,copy,,
train,TRAIN_0278,top,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0278/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0278/top.png,False,copy,,
train,TRAIN_0279,front,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0279/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0279/front.png,False,copy,,
train,TRAIN_0279,top,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0279/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0279/top.png,False,copy,,
train,TRAIN_0280,front,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0280/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0280/front.png,False,copy,,
train,TRAIN_0280,top,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0280/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0280/top.png,False,copy,,
train,TRAIN_0281,front,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0281/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0281/front.png,False,copy,,
train,TRAIN_0281,top,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0281/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0281/top.png,False,copy,,
train,TRAIN_0282,front,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0282/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0282/front.png,False,copy,,
train,TRAIN_0282,top,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0282/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0282/top.png,False,copy,,
train,TRAIN_0283,front,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0283/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0283/front.png,False,copy,,
train,TRAIN_0283,top,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0283/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0283/top.png,False,copy,,
train,TRAIN_0284,front,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0284/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0284/front.png,False,copy,,
train,TRAIN_0284,top,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0284/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0284/top.png,False,copy,,
train,TRAIN_0285,front,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0285/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0285/front.png,False,copy,,
train,TRAIN_0285,top,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0285/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0285/top.png,False,copy,,
train,TRAIN_0286,front,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0286/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0286/front.png,False,copy,,
train,TRAIN_0286,top,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0286/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0286/top.png,False,copy,,
train,TRAIN_0287,front,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0287/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0287/front.png,False,copy,,
train,TRAIN_0287,top,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0287/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0287/top.png,False,copy,,
train,TRAIN_0288,front,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0288/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0288/front.png,False,copy,,
train,TRAIN_0288,top,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0288/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0288/top.png,False,copy,,
train,TRAIN_0289,front,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0289/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0289/front.png,False,copy,,
train,TRAIN_0289,top,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0289/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0289/top.png,False,copy,,
train,TRAIN_0290,front,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0290/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0290/front.png,False,copy,,
train,TRAIN_0290,top,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0290/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0290/top.png,False,copy,,
train,TRAIN_0291,front,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0291/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0291/front.png,False,copy,,
train,TRAIN_0291,top,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0291/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0291/top.png,False,copy,,
train,TRAIN_0292,front,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0292/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0292/front.png,False,copy,,
train,TRAIN_0292,top,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0292/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0292/top.png,False,copy,,
train,TRAIN_0293,front,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0293/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0293/front.png,False,copy,,
train,TRAIN_0293,top,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0293/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0293/top.png,False,copy,,
train,TRAIN_0294,front,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0294/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0294/front.png,False,copy,,
train,TRAIN_0294,top,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0294/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0294/top.png,False,copy,,
train,TRAIN_0295,front,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0295/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0295/front.png,False,copy,,
train,TRAIN_0295,top,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0295/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0295/top.png,False,copy,,
train,TRAIN_0296,front,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0296/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0296/front.png,False,copy,,
train,TRAIN_0296,top,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0296/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0296/top.png,False,copy,,
train,TRAIN_0297,front,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0297/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0297/front.png,False,copy,,
train,TRAIN_0297,top,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0297/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0297/top.png,False,copy,,
train,TRAIN_0298,front,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0298/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0298/front.png,False,copy,,
train,TRAIN_0298,top,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0298/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0298/top.png,False,copy,,
train,TRAIN_0299,front,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0299/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0299/front.png,False,copy,,
train,TRAIN_0299,top,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0299/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0299/top.png,False,copy,,
train,TRAIN_0300,front,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0300/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0300/front.png,False,copy,,
train,TRAIN_0300,top,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0300/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0300/top.png,False,copy,,
train,TRAIN_0301,front,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0301/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0301/front.png,False,copy,,
train,TRAIN_0301,top,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0301/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0301/top.png,False,copy,,
train,TRAIN_0302,front,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0302/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0302/front.png,False,copy,,
train,TRAIN_0302,top,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0302/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0302/top.png,False,copy,,
train,TRAIN_0303,front,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0303/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0303/front.png,False,copy,,
train,TRAIN_0303,top,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0303/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0303/top.png,False,copy,,
train,TRAIN_0304,front,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0304/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0304/front.png,False,copy,,
train,TRAIN_0304,top,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0304/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0304/top.png,False,copy,,
train,TRAIN_0305,front,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0305/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0305/front.png,False,copy,,
train,TRAIN_0305,top,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0305/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0305/top.png,False,copy,,
train,TRAIN_0306,front,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0306/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0306/front.png,False,copy,,
train,TRAIN_0306,top,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0306/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0306/top.png,False,copy,,
train,TRAIN_0307,front,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0307/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0307/front.png,False,copy,,
train,TRAIN_0307,top,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0307/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0307/top.png,False,copy,,
train,TRAIN_0308,front,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0308/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0308/front.png,False,copy,,
train,TRAIN_0308,top,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0308/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0308/top.png,False,copy,,
train,TRAIN_0309,front,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0309/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0309/front.png,False,copy,,
train,TRAIN_0309,top,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0309/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0309/top.png,False,copy,,
train,TRAIN_0310,front,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0310/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0310/front.png,False,copy,,
train,TRAIN_0310,top,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0310/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0310/top.png,False,copy,,
train,TRAIN_0311,front,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0311/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0311/front.png,False,copy,,
train,TRAIN_0311,top,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0311/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0311/top.png,False,copy,,
train,TRAIN_0312,front,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0312/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0312/front.png,False,copy,,
train,TRAIN_0312,top,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0312/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0312/top.png,False,copy,,
train,TRAIN_0313,front,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0313/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0313/front.png,False,copy,,
train,TRAIN_0313,top,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0313/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0313/top.png,False,copy,,
train,TRAIN_0314,front,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0314/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0314/front.png,False,copy,,
train,TRAIN_0314,top,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0314/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0314/top.png,False,copy,,
train,TRAIN_0315,front,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0315/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0315/front.png,False,copy,,
train,TRAIN_0315,top,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0315/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0315/top.png,False,copy,,
train,TRAIN_0316,front,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0316/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0316/front.png,False,copy,,
train,TRAIN_0316,top,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0316/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0316/top.png,False,copy,,
train,TRAIN_0317,front,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0317/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0317/front.png,False,copy,,
train,TRAIN_0317,top,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0317/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0317/top.png,False,copy,,
train,TRAIN_0318,front,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0318/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0318/front.png,False,copy,,
train,TRAIN_0318,top,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0318/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0318/top.png,False,copy,,
train,TRAIN_0319,front,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0319/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0319/front.png,False,copy,,
train,TRAIN_0319,top,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0319/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0319/top.png,False,copy,,
train,TRAIN_0320,front,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0320/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0320/front.png,False,copy,,
train,TRAIN_0320,top,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0320/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0320/top.png,False,copy,,
train,TRAIN_0321,front,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0321/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0321/front.png,False,copy,,
train,TRAIN_0321,top,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0321/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0321/top.png,False,copy,,
train,TRAIN_0322,front,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0322/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0322/front.png,False,copy,,
train,TRAIN_0322,top,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0322/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0322/top.png,False,copy,,
train,TRAIN_0323,front,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0323/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0323/front.png,False,copy,,
train,TRAIN_0323,top,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0323/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0323/top.png,False,copy,,
train,TRAIN_0324,front,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0324/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0324/front.png,False,copy,,
train,TRAIN_0324,top,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0324/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0324/top.png,False,copy,,
train,TRAIN_0325,front,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0325/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0325/front.png,False,copy,,
train,TRAIN_0325,top,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0325/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0325/top.png,False,copy,,
train,TRAIN_0326,front,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0326/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0326/front.png,False,copy,,
train,TRAIN_0326,top,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0326/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0326/top.png,False,copy,,
train,TRAIN_0327,front,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0327/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0327/front.png,False,copy,,
train,TRAIN_0327,top,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0327/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0327/top.png,False,copy,,
train,TRAIN_0328,front,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0328/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0328/front.png,False,copy,,
train,TRAIN_0328,top,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0328/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0328/top.png,False,copy,,
train,TRAIN_0329,front,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0329/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0329/front.png,False,copy,,
train,TRAIN_0329,top,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0329/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0329/top.png,False,copy,,
train,TRAIN_0330,front,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0330/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0330/front.png,False,copy,,
train,TRAIN_0330,top,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0330/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0330/top.png,False,copy,,
train,TRAIN_0331,front,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0331/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0331/front.png,False,copy,,
train,TRAIN_0331,top,unstable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0331/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0331/top.png,False,copy,,
train,TRAIN_0332,front,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0332/front.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0332/front.png,False,copy,,
train,TRAIN_0332,top,stable,/media/hdd0/whyz/structure-stability/data/train/TRAIN_0332/top.png,/media/hdd0/whyz/structure-stability/outputs/preprocessed_camera/train/TRAIN_0332/top.png,False,copy,,
